"","cartaAltaRoboClustering","cartaMediaRoboClustering","cartaBaixaRoboClustering","kmeans.cluster","idMao"
"2965",20,7,3,4,1266
"2966",41,7,7,3,1267
"2967",7,3,3,2,1268
"2968",41,7,3,3,1269
"2969",20,20,3,7,1270
"2970",7,3,3,2,1271
"2971",20,20,7,7,1273
"2972",20,12,7,7,1274
"2973",20,3,3,4,1275
"2974",7,7,3,5,1276
"2975",51,41,3,6,1278
"2976",20,7,3,4,1279
"2977",3,3,3,2,1280
"2978",51,20,3,6,1281
"2979",20,12,3,4,1282
"2980",20,7,3,4,1283
"2981",20,7,3,4,1285
"2982",20,3,3,4,1286
"2983",7,3,3,2,1287
"2984",41,20,7,6,1288
"2985",41,20,7,6,1289
"2986",20,7,3,4,1290
"2987",20,3,3,4,1291
"2988",7,7,3,5,1292
"2989",7,7,7,5,1294
"2990",7,3,3,2,1295
"2991",51,20,3,6,1298
"2992",20,7,3,4,1299
"2993",7,7,3,5,1300
"2994",41,20,7,6,1301
"2995",20,7,3,4,1302
"2996",20,7,3,4,1303
"2997",51,20,3,6,1304
"2998",20,20,3,7,1305
"2999",51,7,3,3,1306
"3000",51,7,3,3,1307
"3001",51,7,7,3,1309
"3002",7,3,3,2,1310
"3003",51,20,7,6,1312
"3004",20,20,7,7,1313
"3005",20,7,3,4,1314
"3006",20,3,3,4,1315
"3007",12,7,3,5,1316
"3008",7,3,3,2,1317
"3009",20,12,7,7,1318
"3010",51,20,7,6,1319
"3011",41,7,3,3,1320
"3012",20,7,7,4,1321
"3013",41,12,3,3,1322
"3014",20,20,20,1,1323
"3015",20,3,3,4,1324
"3016",41,7,3,3,1325
"3017",7,3,3,2,1326
"3018",51,7,3,3,1327
"3019",3,3,3,2,1328
"3020",20,20,3,7,1329
"3021",12,7,3,5,1330
"3022",41,20,20,1,1331
"3023",51,20,7,6,1332
"3024",20,12,12,7,1333
"3025",20,3,3,4,1334
"3026",20,7,7,4,1336
"3027",41,20,7,6,1338
"3028",20,20,12,1,1339
"3029",20,7,7,4,1340
"3030",20,7,7,4,1341
"3031",20,20,7,7,1342
"3032",20,20,12,1,1343
"3033",7,3,3,2,1344
"3034",51,20,7,6,1345
"3035",7,7,7,5,1346
